...1,text,gpt_out,out
1208,"Looks like a drunk dancer or t rex with a golf flag in his back, one leg lifted","a drunk dancer, t rex with a golf flag in his back, one leg lifted","[-Looks like-]a drunk [-dancer or-] {+dancer,+} t rex with a golf flag in his back, one leg lifted"
1209,Man with knees bent arms out begging no flick,Man with knees bent arms out begging no flick,Man with knees bent arms out begging no flick
1210,man with cape,man with cape,man with cape
1211,"man stood up straight, reading book, facing left","man stood up straight, reading book, facing left","man stood up straight, reading book, facing left"
1212,"man bend down, flick on left side, arms out to the right","man bend down, flick on left side, arms out to the right","man bend down, flick on left side, arms out to the right"
1213,"man with no feet or legs, looks like a blob","man with no feet or legs, looks like a blob","man with no feet or legs, looks like a blob"
1214,"man scored a goal, falling over to the left","man scored a goal, falling over to the left","man scored a goal, falling over to the left"
1215,"zombie man, 1 leg up","zombie man, 1 leg up","zombie man, 1 leg up"
1216,"man on floor, knees up, feet down","man on floor, knees up, feet down","man on floor, knees up, feet down"
1217,bunny ears,bunny ears,bunny ears
1218,"man with knees bend down, no flick, facing right","man with knees bend down, no flick, facing right","man with knees bend down, no flick, facing right"
1219,"big leg blob, small leg, facing right","big leg blob, small leg, facing right","big leg blob, small leg, facing right"
1220,"man on his knees, both arms stretched out both sides, part of his leg is shown, with his feet","man on his knees, both arms stretched out both sides, part of his leg is shown, with his feet","man on his knees, both arms stretched out both sides, part of his leg is shown, with his feet"
1221,"man balancing on 1 leg, both arms facing left","man balancing on 1 leg, both arms facing left","man balancing on 1 leg, both arms facing left"
1222,arms open,arms open,arms open
1223,"a person sit down, facing to the right","a person sit down, facing to the right","a person sit down, facing to the right"
1224,"person that looks that is asking, like a homeless person, facing to the right, knees bended","asking, a homeless person, facing to the right, knees bended","[-person that looks that is asking, like-]a homeless person, facing to the right, knees bended"
1225,"a person is dancing, kinda with a leg up, and the other on the ground","a person is dancing, kinda with a leg up, and the other on the ground","a person is dancing, kinda with a leg up, and the other on the ground"
1226,"both arms up, on his knees, arms open","both arms up, on his knees, arms open","both arms up, on his knees, arms open"
1227,"the torso is kinda a rectangle, arms open","the torso is kinda a rectangle, arms open","the torso is kinda a rectangle, arms open"
1228,"person sit down, facing to the left, with legs bended or crossed, looking down","person sit down, facing to the left, with legs bended or crossed, looking down","person sit down, facing to the left, with legs bended or crossed, looking down"
1229,"person facing to the right, like asking as a homeless, but different from the other picture, like a proposal, one knee front","person facing to the right, like asking as a homeless, different from the other picture, like a proposal, one knee front","person facing to the right, like asking as a homeless, [-but-] different from the other picture, like a proposal, one knee front"
1230,"a person doing like a plane yoga pose, facing to the right, both arms in front, one leg up, one leg straight","a person doing like a plane yoga pose, facing to the right, both arms in front, one leg up, one leg straight","a person doing like a plane yoga pose, facing to the right, both arms in front, one leg up, one leg straight"
1231,"a person with body facing left, head facing right, looks like a zombie, one leg up, and arms up like a zombie i would say","a person with body facing left, head facing right,  a zombie, one leg up, arms up like a zombie","a person with body facing left, head facing right, looks like a zombie, one leg up, [-and-] arms up like a zombie [-i would say-]"
1232,"a person kinda sitted, torso like a rectangle, but not the other picture, facing right","a person kinda sitted, torso like a rectangle, facing right","a person kinda sitted, torso like a rectangle, [-but not the other picture,-] facing right"
1233,"person with arms up like asking for something, facing left, standing straight","person with arms up like asking for something, facing left, standing straight","person with arms up like asking for something, facing left, standing straight"
1234,"bottom left corner like a square, with a head on top, one long vertical side","bottom left corner like a square, with a head on top, one long vertical side","bottom left corner like a square, with a head on top, one long vertical side"
1235,"bottom corner like a square again but only a small vertical side, with a head, kind of like a person kneeling, one arm on right side, small bump on left","a square again but only a small vertical side, with a head, kind of like a person kneeling, one arm on right side, small bump on left","[-bottom corner like-]a square again but only a small vertical side, with a head, kind of like a person kneeling, one arm on right side, small bump on left"
1236,"looks like a person with two legs, one is up one down, kicking to the left, head falling off","a person with two legs, one is up one down, kicking to the left, head falling off","[-looks like-]a person with two legs, one is up one down, kicking to the left, head falling off"
1237,"person sat on the floor, legs to the left, no arms sticking out","person sat on the floor, legs to the left, no arms sticking out","person sat on the floor, legs to the left, no arms sticking out"
1238,"no arms or legs, head on top of a body, with small bump to the right on the bottom","no arms or legs, head on top of a body, small bump to the right on the bottom","no arms or legs, head on top of a body, [-with-] small bump to the right on the bottom"
1239,"two arms to the right, looks like sat on the floor, tilted slightly, no feet","two arms to the right, sat on the floor, tilted slightly, no feet","two arms to the right, looks like sat on the floor, tilted slightly, no feet"
1240,"bottom right is like corner of a square, the there is a triangle by the head, tip of triangle pointed at head","bottom right is like corner of a square, there is a triangle by the head, tip of triangle pointed at head","bottom right is like corner of a square, [-the-] there is a triangle by the head, tip of triangle pointed at head"
1241,"person leaning forward with arms raised, no legs or feet, tilted to left","person leaning forward with arms raised, no legs or feet, tilted to left","person leaning forward with arms raised, no legs or feet, tilted to left"
1242,"head with ears like a bunny, bottom left is corner of a square","head with ears like a bunny, bottom left is corner of a square","head with ears like a bunny, bottom left is corner of a square"
